p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	pct.ratio	pct.difference
2.4607595090999555e-30	0.16064651460980794	0.999	0.992	4.3941782553997905e-26	1	Rpl13	1.0070564516129032	0.007000000000000006
9.336149621367135e-30	0.18086500171067454	0.999	0.986	1.6671562378875293e-25	1	Rps12	1.013184584178499	0.013000000000000012
1.0863703230292836e-29	0.1913810605017663	0.949	0.878	1.9399314858333917e-25	1	Rpl9	1.080865603644647	0.07099999999999995
1.9459030816846415e-29	0.2058553317527918	0.924	0.848	3.4747991329642645e-25	1	Rps2	1.089622641509434	0.07600000000000007
1.9445996867344023e-27	0.16988504060750476	0.992	0.963	3.472471660601622e-23	1	Rps9	1.0301142263759087	0.029000000000000026
2.16539428514874e-27	0.15818411576635905	0.999	0.993	3.866744574990105e-23	1	Rpl23	1.0060422960725075	0.006000000000000005
2.3144883808651826e-27	0.2043863989470438	0.893	0.791	4.132981901710957e-23	1	Rpl10	1.1289506953223767	0.10199999999999998
2.812962496160728e-27	0.1604440222710446	0.998	0.991	5.023107129394212e-23	1	Rpl39	1.0070635721493442	0.007000000000000006
8.88344538859606e-27	0.16398189054430912	0.306	0.169	1.5863168430415984e-22	1	Hist1h4d	1.8106508875739644	0.13699999999999998
1.2315361049838911e-26	-0.3660709490559928	0.438	0.551	2.199154022669734e-22	1	Ahnak	0.7949183303085299	-0.11300000000000004
2.8316474418017847e-26	0.1678609239230604	0.985	0.939	5.056472836825447e-22	1	Ppia	1.0489882854100108	0.04600000000000004
1.561679270473893e-25	0.1680297558320769	0.979	0.941	2.788690673285231e-21	1	Rpl12	1.0403825717321997	0.038000000000000034
6.574910565025738e-25	0.17960897030058542	0.952	0.889	1.1740817795966461e-20	1	Rpl5	1.0708661417322833	0.06299999999999994
8.096844669088481e-25	0.16950846258993124	0.986	0.943	1.44585355255913e-20	1	Rps15a	1.0455991516436904	0.04300000000000004
1.042474412718177e-24	0.11620708766592491	0.826	0.665	1.8615465587908486e-20	1	Lars2	1.2421052631578946	0.16099999999999992
7.60575730569276e-24	0.16278465988865465	0.966	0.896	1.3581600820775562e-19	1	Rps5	1.078125	0.06999999999999995
1.2492731168316188e-23	0.16059557354983456	0.993	0.974	2.2308270047262217e-19	1	Rps3a1	1.0195071868583163	0.019000000000000017
2.1706600347806203e-23	0.1654342545347287	0.991	0.948	3.8761476241077536e-19	1	Rps23	1.0453586497890295	0.04300000000000004
3.0944322899072645e-23	0.13892083884057696	0.231	0.117	5.525727740087402e-19	1	Gm11808	1.9743589743589742	0.114
3.71824998975581e-23	0.1595946404830575	0.994	0.964	6.63967900670695e-19	1	Rps24	1.0311203319502076	0.030000000000000027
4.005057130821679e-23	0.15813977523089084	0.992	0.967	7.151830518508272e-19	1	Rpl19	1.0258531540847984	0.025000000000000022
9.32173765872712e-23	0.17167745676363855	0.978	0.925	1.6645826937189018e-18	1	Rpl35a	1.0572972972972972	0.052999999999999936
1.3878212587814454e-22	0.1435822162104399	0.238	0.125	2.478232421806027e-18	1	Hist1h1b	1.904	0.11299999999999999
1.8238437234295852e-22	0.16719478261724374	0.902	0.8	3.2568377369282104e-18	1	Rps17	1.1275	0.10199999999999998
1.0264859863075701e-21	0.14796869124686207	0.985	0.957	1.832996025749428e-17	1	Ptma	1.0292580982236155	0.028000000000000025
1.1154306478318618e-21	0.15326375279132476	0.997	0.973	1.9918245078333556e-17	1	Rps10	1.024665981500514	0.02400000000000002
1.3273890354329765e-21	0.14545175675860023	0.529	0.375	2.370318600572666e-17	1	Hist1h2ap	1.4106666666666667	0.15400000000000003
2.464782204426657e-21	0.1488150954321923	0.991	0.963	4.401361582444681e-17	1	Rpl36	1.0290758047767394	0.028000000000000025
2.737905799767554e-21	0.1374342642376205	0.995	0.976	4.889078386644921e-17	1	Rpsa	1.0194672131147542	0.019000000000000017
7.119028416403144e-21	0.13565412926834597	0.994	0.987	1.2712449043171092e-16	1	Rpl6	1.0070921985815602	0.007000000000000006
5.401222787284197e-20	0.1629665597124763	0.932	0.86	9.644963531253392e-16	1	Rpl22	1.0837209302325581	0.07200000000000006
1.1024899641680446e-19	0.15677346136904724	0.859	0.716	1.9687163290148772e-15	1	S100a11	1.1997206703910615	0.14300000000000002
2.879865540900884e-19	0.14471147728510592	0.316	0.198	5.1425758963867086e-15	1	Hist1h2ae	1.5959595959595958	0.118
3.0340346341963383e-19	0.16178082245354486	0.924	0.837	5.417875646284402e-15	1	Npm1	1.1039426523297493	0.08700000000000008
3.3063573815992275e-19	0.1446277087554808	0.962	0.91	5.904162376321741e-15	1	Rpl3	1.0571428571428572	0.051999999999999935
3.6752632009901407e-19	0.14277046336230148	0.994	0.971	6.562917498008094e-15	1	Rpl32	1.023686920700309	0.02300000000000002
1.1399521758467638e-18	0.15291049471024576	0.909	0.82	2.035612600409566e-14	1	Rps6	1.1085365853658538	0.08900000000000008
1.1609943377302472e-18	0.14234431040205298	0.986	0.958	2.0731875888849022e-14	1	Rpl27a	1.0292275574112735	0.028000000000000025
1.4129274201166287e-18	0.14464867381857793	0.976	0.922	2.523064494102264e-14	1	Rpl17	1.0585683297180042	0.05399999999999994
2.251519002691825e-18	-0.18451671535861291	0.097	0.184	4.020537483106792e-14	1	Hk2	0.5271739130434783	-0.087
2.5164654352848673e-18	0.16134554178789662	0.852	0.741	4.4936523277881874e-14	1	Naca	1.1497975708502024	0.11099999999999999
3.1076382305017637e-18	-0.16876824659593978	0.057	0.131	5.549309588206999e-14	1	Kcnq1ot1	0.4351145038167939	-0.07400000000000001
6.098903693682037e-18	0.14932145298443333	0.871	0.784	1.0890812325808013e-13	1	Ubb	1.110969387755102	0.08699999999999997
6.676433368866009e-18	0.12901440235710404	0.967	0.929	1.1922107066784032e-13	1	Rps4x	1.0409041980624327	0.03799999999999992
7.13525650027257e-18	0.132218139692156	0.998	0.99	1.2741427532536729e-13	1	Rps27a	1.0080808080808081	0.008000000000000007
8.212823120039047e-18	0.15266383646699233	0.94	0.851	1.4665638245453725e-13	1	Krt18	1.1045828437132785	0.08899999999999997
9.04471179036914e-18	0.13941447882725	0.962	0.889	1.6151141844062172e-13	1	Rps13	1.0821147356580427	0.07299999999999995
1.7819597023018887e-17	0.1399221719298902	0.986	0.947	3.1820454404004827e-13	1	Rps7	1.0411826821541712	0.039000000000000035
2.1832548062638813e-17	0.15539079987590143	0.97	0.906	3.8986381075454127e-13	1	Rpl35	1.0706401766004414	0.06399999999999995
3.906497305027156e-17	0.14385790587168512	0.953	0.898	6.975832237586993e-13	1	Rpl24	1.0612472160356348	0.05499999999999994
8.785923768979737e-17	0.1259042801594008	0.985	0.959	1.5689024074267116e-12	1	Rpl28	1.02711157455683	0.026000000000000023
9.545867033203383e-17	0.15271164144180638	0.891	0.792	1.704605476119128e-12	1	Eef1b2	1.125	0.09899999999999998
1.170279174413269e-16	0.11914074630719157	0.226	0.131	2.0897675217497744e-12	1	Fabp5	1.7251908396946565	0.095
1.5155393371196285e-16	-0.18634344565155805	0.152	0.244	2.706298594294521e-12	1	Slc38a2	0.6229508196721312	-0.092
1.6782446308993843e-16	0.10991813260736116	0.174	0.09	2.9968414373970306e-12	1	Polr2l	1.9333333333333333	0.08399999999999999
1.818096337426723e-16	0.12882119980731455	0.988	0.961	3.246574629742899e-12	1	Rps16	1.028095733610822	0.027000000000000024
2.3368544644486717e-16	0.1365779577094739	0.995	0.972	4.172921017165993e-12	1	Rpl34	1.0236625514403292	0.02300000000000002
3.0640825063025377e-16	0.11438718327003411	0.194	0.106	5.471532131504442e-12	1	Polr2j	1.830188679245283	0.08800000000000001
3.263589514554718e-16	0.1303744647796956	0.979	0.912	5.827791796140361e-12	1	Tmsb10	1.0734649122807016	0.06699999999999995
9.47219134008933e-16	0.12298966983901938	0.949	0.888	1.6914492075997514e-11	1	Rpl27	1.0686936936936937	0.06099999999999994
1.3748072142275628e-15	0.12407498303985598	1	0.99	2.454993242446159e-11	1	Rps28	1.0101010101010102	0.010000000000000009
1.4272635276298808e-15	0.11747542127495247	0.998	0.994	2.5486644812886782e-11	1	Rps20	1.0040241448692153	0.0040000000000000036
1.6927482628768827e-15	0.12677085568779	0.965	0.937	3.0227405730192493e-11	1	Rplp2	1.0298826040554963	0.027999999999999914
3.370472303753882e-15	0.12979949579816497	0.942	0.873	6.018652392813307e-11	1	Rps14	1.0790378006872852	0.06899999999999995
3.3982319233722203e-15	0.1373517328717424	0.952	0.895	6.068222745565774e-11	1	Rpl15	1.0636871508379888	0.05699999999999994
4.273638190119473e-15	0.10388895367364781	0.185	0.102	7.631435716096343e-11	1	Mydgf	1.8137254901960784	0.083
4.800083172107394e-15	0.124070904761453	0.999	0.992	8.571508520432173e-11	1	Rps29	1.0070564516129032	0.007000000000000006
5.585704341521144e-15	0.15406858601256568	0.646	0.539	9.974392242654306e-11	1	Hint1	1.1985157699443414	0.10699999999999998
6.440669930033633e-15	-0.2248849325486265	0.167	0.252	1.1501104294061058e-10	1	Mir100hg	0.6626984126984128	-0.08499999999999999
7.26854919692132e-15	0.11184976639697913	0.202	0.117	1.29794483009424e-10	1	Rer1	1.7264957264957266	0.085
8.92261612449691e-15	0.12429292992907692	0.996	0.976	1.5933115613514133e-10	1	Rpl37a	1.0204918032786885	0.020000000000000018
1.0220693034844426e-14	0.11944584793109411	0.261	0.166	1.825109155232169e-10	1	Prmt1	1.572289156626506	0.095
1.0572678517475456e-14	0.12964911609311125	0.85	0.759	1.887963202865592e-10	1	Tmsb4x	1.1198945981554678	0.09099999999999997
1.185943950017092e-14	0.10362266627002503	0.997	0.983	2.1177401115455214e-10	1	Rps26	1.0142421159715158	0.014000000000000012
1.219064469178191e-14	0.10871343963750035	0.268	0.171	2.1768834226114957e-10	1	Hist1h1e	1.567251461988304	0.097
1.2420016781542696e-14	0.11659282346316013	0.957	0.902	2.217842396680079e-10	1	Rpl7	1.0609756097560974	0.05499999999999994
1.546646050791811e-14	0.12686483116767633	0.952	0.901	2.7618458528989364e-10	1	Rack1	1.0566037735849056	0.050999999999999934
1.7754002135783913e-14	0.1255218674283458	0.894	0.824	3.1703321613869336e-10	1	Rps25	1.0849514563106797	0.07000000000000006
3.680298028114576e-14	0.12190221139404067	0.938	0.876	6.571908188804198e-10	1	Hspa8	1.0707762557077625	0.061999999999999944
5.6807652931241103e-14	0.13135058104596697	0.929	0.855	1.0144142583931725e-9	1	Rps3	1.0865497076023392	0.07400000000000007
6.702353126929369e-14	0.12477189041984005	0.924	0.86	1.1968391978757774e-9	1	Rpl26	1.0744186046511628	0.06400000000000006
1.1340633860472307e-13	0.1159616376679069	0.999	0.993	2.0250969884645398e-9	1	Rpl37	1.0060422960725075	0.006000000000000005
1.5825622663661099e-13	0.11332095980469425	0.978	0.948	2.8259814390499624e-9	1	Rps19	1.0316455696202531	0.030000000000000027
1.740304001102077e-13	0.14057104545010324	0.715	0.617	3.107660854767979e-9	1	Eef1g	1.1588330632090762	0.09799999999999998
2.335188597935479e-13	0.1144894473088996	0.288	0.193	4.169946279333384e-9	1	Snrpd1	1.4922279792746111	0.09499999999999997
3.4351115750064577e-13	0.10739851011668922	0.996	0.985	6.134078739489032e-9	1	Rpl38	1.0111675126903554	0.01100000000000001
3.568569553615393e-13	0.12555182544550458	0.77	0.668	6.372394651891007e-9	1	Cd9	1.152694610778443	0.10199999999999998
3.948898077717296e-13	0.1435325402867339	0.665	0.57	7.051547297379775e-9	1	Ncl	1.1666666666666667	0.09500000000000008
3.9560839805587166e-13	0.12139915578221294	0.513	0.4	7.0643791640837e-9	1	Bst2	1.2825	0.11299999999999999
4.41901875900158e-13	0.1334232924535671	0.711	0.615	7.891041797949121e-9	1	Cd63	1.1560975609756097	0.09599999999999997
6.262039578263171e-13	0.116522594839503	0.906	0.852	1.1182124074904545e-8	1	Rpl8	1.063380281690141	0.05400000000000005
1.135629173998052e-12	-0.1816609540307051	0.213	0.295	2.0278930160083215e-8	1	Trps1	0.7220338983050848	-0.08199999999999999
1.340083932296847e-12	0.1393447401789173	0.539	0.439	2.3929878779024798e-8	1	Gm10260	1.2277904328018223	0.10000000000000003
1.8974192041130944e-12	0.11732081686766832	0.326	0.231	3.3882214727847524e-8	1	Pfdn1	1.4112554112554112	0.095
2.2434515620584627e-12	0.1297932943609449	0.628	0.526	4.006131454367797e-8	1	Sec61g	1.193916349809886	0.10199999999999998
2.362098642782248e-12	0.11726027193025734	0.771	0.658	4.21799954641626e-8	1	Crip1	1.1717325227963526	0.11299999999999999
2.60860862325276e-12	0.10397886268876222	0.221	0.14	4.6581924185424534e-8	1	Nol7	1.5785714285714285	0.08099999999999999
3.071600326167371e-12	0.12207613404928952	0.311	0.22	5.484956702437074e-8	1	Polr2k	1.4136363636363636	0.091
6.340663892145509e-12	0.10743135030913087	0.925	0.873	1.1322523512204236e-7	1	Rpl10a	1.0595647193585338	0.052000000000000046
6.599379149216685e-12	0.11465833561132466	0.882	0.808	1.1784511346756234e-7	1	Rpl36a	1.0915841584158414	0.07399999999999995
9.081001069045672e-12	0.11930722720861764	0.624	0.519	1.6215943608994858e-7	1	Hmgb1	1.2023121387283238	0.10499999999999998
9.112613898165767e-12	0.12315915026509172	0.874	0.793	1.627239463795461e-7	1	Wfdc2	1.1021437578814628	0.08099999999999996
1.2413596483946328e-11	0.1040466676047983	0.319	0.225	2.216695924138296e-7	1	Ranbp1	1.4177777777777778	0.094
1.2674036783161707e-11	-0.16712173266770297	0.27	0.355	2.263202748369186e-7	1	Btg1	0.7605633802816902	-0.08499999999999996
1.4196059784981354e-11	0.11794087804370629	0.369	0.275	2.53499039580412e-7	1	Tmem258	1.3418181818181818	0.09399999999999997
1.6265151355415697e-11	0.1237912178672732	0.541	0.436	2.904468077536581e-7	1	Clic1	1.2408256880733946	0.10500000000000004
1.6793847768213006e-11	0.11102334808804137	0.487	0.383	2.9988773959697963e-7	1	Krt7	1.2715404699738904	0.10399999999999998
1.8480126556744602e-11	0.1217310944820813	0.848	0.74	3.299996199237884e-7	1	Rpl7a	1.145945945945946	0.10799999999999998
2.2127358297338148e-11	-0.12515926332835017	0.098	0.163	3.951282371155673e-7	1	Zfp575	0.6012269938650306	-0.065
2.417490757537967e-11	0.11285719859882914	0.938	0.88	4.3169132457355476e-7	1	Rpl21	1.065909090909091	0.05799999999999994
2.4542572963325538e-11	0.10966707227503791	0.383	0.286	4.382567254061041e-7	1	Psma5	1.3391608391608394	0.09700000000000003
2.561898510665257e-11	0.10047610873165488	0.24	0.159	4.57478217049495e-7	1	Plaat3	1.5094339622641508	0.08099999999999999
3.723906466227533e-11	0.12151495606844809	0.706	0.609	6.649779776742505e-7	1	Nme2	1.1592775041050902	0.09699999999999998
3.849937119223205e-11	0.11816484736043031	0.654	0.551	6.874832713796878e-7	1	Rpl22l1	1.1869328493647913	0.10299999999999998
5.105270605189833e-11	0.11100653338431216	0.402	0.306	9.116481719687485e-7	1	H2-Aa	1.3137254901960784	0.09600000000000003
5.415185109346023e-11	0.11678384560132082	0.54	0.435	9.669896049759192e-7	1	H2afz	1.2413793103448276	0.10500000000000004
5.999102520021021e-11	0.10842618300852974	0.298	0.213	1.0712597370001537e-6	1	Cnih4	1.3990610328638498	0.08499999999999999
9.603379331728436e-11	0.10198949004367386	0.465	0.364	1.7148754472667468e-6	1	Tnfrsf12a	1.2774725274725276	0.10100000000000003
1.2467190445635648e-10	0.12415341953981607	0.663	0.567	2.2262661978771575e-6	1	Prdx1	1.1693121693121695	0.09600000000000009
1.2560393333954348e-10	-0.10171150912314764	0.079	0.138	2.242909437644228e-6	1	Jmjd1c	0.572463768115942	-0.05900000000000001
1.4284996673178469e-10	0.1129402348585078	0.851	0.746	2.550871855929479e-6	1	S100a10	1.1407506702412868	0.10499999999999998
1.79850747358604e-10	0.10764742715531167	0.345	0.257	3.2115947955825915e-6	1	Tnnt2	1.3424124513618676	0.08799999999999997
2.084113615847696e-10	0.10256602540481502	0.405	0.31	3.7216016838192307e-6	1	Tspo	1.306451612903226	0.09500000000000003
2.5009785755868776e-10	-0.15615732774277857	0.17	0.239	4.4659974424254874e-6	1	Nfat5	0.7112970711297072	-0.06899999999999998
2.6590926804283594e-10	0.11650663343994772	0.456	0.363	4.748341799440922e-6	1	Ran	1.256198347107438	0.09300000000000003
2.9379056556040055e-10	0.11150121503242671	0.472	0.378	5.246218129212072e-6	1	Hmgb2	1.2486772486772486	0.09399999999999997
3.242664535792198e-10	-0.14825562190013208	0.224	0.298	5.790426061564127e-6	1	Tcf4	0.7516778523489933	-0.07399999999999998
3.5172610444438847e-10	-0.2339639411707466	0.964	0.914	6.280773047063445e-6	1	Fn1	1.0547045951859955	0.04999999999999993
3.592960193399796e-10	0.1255973761701601	0.568	0.486	6.415949017354016e-6	1	Prdx2	1.168724279835391	0.08199999999999996
4.828540483427321e-10	0.11931695100869089	0.513	0.417	8.622324741256167e-6	1	Atp5j2	1.2302158273381296	0.09600000000000003
5.932665307385083e-10	0.10924083199166962	0.329	0.247	1.0593960439397543e-5	1	Atp5g1	1.3319838056680162	0.08200000000000002
1.0819631740009863e-9	0.11128009223230495	0.744	0.655	1.9320616398135612e-5	1	Cox4i1	1.1358778625954198	0.08899999999999997
1.7670218358017032e-9	0.10842602725888245	0.396	0.309	3.1553708921911017e-5	1	Tuba1b	1.2815533980582525	0.08700000000000002
2.62771631897012e-9	0.10390416098736044	0.438	0.35	4.692313030784943e-5	1	Snrpf	1.2514285714285716	0.08800000000000002
2.6355131813458756e-9	0.10067525357770224	0.766	0.679	4.70623588792933e-5	1	Eif1	1.1281296023564065	0.08699999999999997
4.142200282282882e-9	0.110239223768682	0.876	0.795	7.396727044072542e-5	1	Rpl31	1.1018867924528302	0.08099999999999996
8.8533174485217e-9	-0.1541650831651904	0.187	0.25	1.58093689678252e-4	1	Klf6	0.748	-0.063
9.092935106179552e-9	-0.25367739214078067	0.576	0.593	1.6237254219104825e-4	1	Jun	0.9713322091062394	-0.017000000000000015
9.40123843438032e-9	0.11186975912320574	0.503	0.419	1.6787791472272937e-4	1	Atp5l	1.2004773269689737	0.08400000000000002
1.4581876203719752e-8	-0.18364504988381147	0.335	0.395	2.603885633698236e-4	1	Emp1	0.8481012658227848	-0.06
3.2923900357565164e-8	0.10115649618666289	0.502	0.417	5.879220886850411e-4	1	Psma7	1.2038369304556356	0.08500000000000002
6.938966739310653e-8	0.10100096709610107	0.447	0.366	0.0012390912906387033	1	2410006H16Rik	1.2213114754098362	0.08100000000000002
1.0221940535546207e-7	0.10224259680858583	0.734	0.653	0.0018253319214324862	1	Tubb5	1.124042879019908	0.08099999999999996
1.8406486790774818e-7	0.10432483311190044	0.6	0.529	0.0032868463462286594	1	Eif4a1	1.1342155009451795	0.07099999999999995
5.17323156378016e-7	-0.1277381494200559	0.267	0.325	0.009237839603442231	1	Acsl4	0.8215384615384616	-0.057999999999999996
1.4430013968987733e-6	-0.11265758440924586	0.119	0.167	0.025767675944421396	1	Mtss1	0.7125748502994012	-0.048000000000000015
3.367299977725999e-6	-0.183273077179945	0.425	0.463	0.060129875702253165	1	Sox4	0.91792656587473	-0.038000000000000034
1.1680946667746651e-5	-0.12515369047225744	0.259	0.308	0.20858666464595196	1	Cp	0.8409090909090909	-0.04899999999999999
1.2860213314586029e-5	-0.15069342358676008	0.609	0.617	0.2296448291585627	1	Fos	0.9870340356564019	-0.008000000000000007
1.532136229588702e-5	-0.1327221341137963	0.284	0.33	0.27359356651765454	1	Hmga2	0.8606060606060605	-0.04600000000000004
1.713424998858485e-5	-0.11964611327992536	0.441	0.489	0.3059663020461597	1	Anxa1	0.901840490797546	-0.04799999999999999
2.2595228245684532e-5	-0.17522688355657304	0.13	0.171	0.40348299078318867	1	Gm26917	0.7602339181286549	-0.04100000000000001
5.1131179698252435e-5	-0.11472507596462783	0.174	0.216	0.9130494758716937	1	Errfi1	0.8055555555555555	-0.04200000000000001
0	2.2898551696544303	0.93	0.3	0	2	mt-Nd1	3.1	0.6300000000000001
0	2.2328725150552575	0.932	0.35	0	2	mt-Nd2	2.6628571428571433	0.5820000000000001
0	2.012662803679196	0.893	0.141	0	2	mt-Atp8	6.333333333333334	0.752
0	2.0035442487880286	0.925	0.328	0	2	mt-Nd4	2.8201219512195124	0.597
0	1.6084999768111135	0.849	0.137	0	2	mt-Nd3	6.197080291970802	0.712
0	1.409238116782726	0.85	0.111	0	2	mt-Nd4l	7.657657657657658	0.739
0	1.3082221738656699	0.798	0.102	0	2	mt-Nd5	7.8235294117647065	0.6960000000000001
1.4848875309184578e-292	2.6601968315610307	0.965	0.567	2.65156366396109e-288	2	mt-Co1	1.7019400352733687	0.398
2.6744155778689257e-285	2.6423583877901065	0.959	0.608	4.7757038974005405e-281	2	mt-Co2	1.5773026315789473	0.351
1.2250921859624827e-282	2.8053962796552163	0.982	0.781	2.1876471164732053e-278	2	mt-Atp6	1.257362355953905	0.20099999999999996
1.0528576460909394e-281	2.736246817633011	0.976	0.752	1.8800878986245904e-277	2	mt-Co3	1.297872340425532	0.22399999999999998
1.5336074649102444e-279	2.5295709275075393	0.967	0.607	2.7385628500902233e-275	2	mt-Cytb	1.5930807248764416	0.36
2.473524195930147e-199	1.162997723951783	0.635	0.146	4.4169721566724634e-195	2	Neat1	4.349315068493151	0.489
5.651671395792073e-158	2.541620575293558	0.987	0.987	1.0092189611465905e-153	2	Malat1	1	0
7.000236387751024e-138	0.3445523794134247	0.229	0.012	1.2500322117607003e-133	2	mt-Nd6	19.083333333333332	0.217
2.048349015120958e-129	1.0503303853383108	0.591	0.185	3.6577368363014945e-125	2	Fosb	3.1945945945945944	0.40599999999999997
7.702841684795802e-120	0.6403197253371775	0.607	0.196	1.3754964396539863e-115	2	Trps1	3.096938775510204	0.411
6.235719239902143e-109	0.508931387387498	0.33	0.056	1.1135123846693257e-104	2	Kcnq1ot1	5.892857142857143	0.274
2.784817370012664e-107	0.7998218190995193	0.828	0.44	4.972848377631613e-103	2	Ahnak	1.8818181818181816	0.38799999999999996
1.2403458768894404e-104	0.686932310369233	0.516	0.16	2.2148856323614737e-100	2	Mir100hg	3.225	0.356
1.7953123194005047e-83	-0.5003907498343398	0.981	0.999	3.2058892087534814e-79	2	Rpl41	0.9819819819819819	-0.018000000000000016
1.3210429699504742e-82	0.5301868481147163	0.476	0.16	2.358986431440562e-78	2	Nfat5	2.9749999999999996	0.31599999999999995
1.0472767308408758e-79	0.47097450840241195	0.47	0.153	1.8701220582625519e-75	2	Slc38a2	3.071895424836601	0.31699999999999995
2.291489883846992e-77	0.2038322055569861	0.146	0.011	4.091913485585574e-73	2	Wfdc18	13.272727272727273	0.13499999999999998
7.761723386614455e-76	0.6721007950177069	0.72	0.399	1.3860109451477432e-71	2	Sox4	1.8045112781954886	0.32099999999999995
9.549085338330635e-75	0.46435792344537163	0.371	0.103	1.7051801688657014e-70	2	Hk2	3.6019417475728157	0.268
9.855353802087271e-74	0.34381079484382027	0.307	0.071	1.759870528438724e-69	2	Mast4	4.323943661971831	0.236
4.836398490839957e-72	-0.4714334927823458	0.96	0.994	8.636356785092911e-68	2	Rplp0	0.96579476861167	-0.03400000000000003
1.1083188589480543e-71	-0.47670797336222215	0.951	0.996	1.9791249864235406e-67	2	Rps26	0.9548192771084337	-0.04500000000000004
1.1927292037148488e-71	0.4290687277007348	0.349	0.095	2.1298565390736055e-67	2	Zfp575	3.6736842105263157	0.254
5.885237545517744e-71	-0.430094841006452	0.995	1	1.0509268685031036e-66	2	S100a6	0.995	-0.0050000000000000044
1.8512020561178088e-70	-0.4805301463532152	0.932	0.994	3.3056915116095715e-66	2	Rps10	0.937625754527163	-0.061999999999999944
4.770008043960961e-68	-0.47038739670098817	0.962	0.998	8.517803364101088e-64	2	Rps12	0.9639278557114228	-0.03600000000000003
7.734046675338443e-67	-0.4414893188565445	0.97	0.997	1.3810687148151857e-62	2	Rplp1	0.9729187562688064	-0.027000000000000024
6.480834027489336e-64	0.32499317593524635	0.301	0.077	1.1572825322887706e-59	2	Jmjd1c	3.909090909090909	0.22399999999999998
5.704301100172328e-63	-0.4668705183781263	0.909	0.991	1.0186170474577726e-58	2	Rps24	0.9172552976791121	-0.08199999999999996
